image,label,original_image
img_00986.jpg,Tomato___Bacterial_spot,1120ddb9-d30f-4683-adf6-a30779648b49___GCREC_Bact.Sp 3408.JPG
img_00987.jpg,Tomato___Bacterial_spot,cdd9e76e-72f7-4fa7-93ed-d727691f7c80___UF.GRC_BS_Lab Leaf 1072.JPG
img_00988.jpg,Tomato___Leaf_Mold,9f983c7d-d9a2-4800-aef4-fe60003f51d1___Crnl_L.Mold 8718.JPG
img_00989.jpg,Tomato___Late_blight,ed70dd6e-db68-4cf5-95b6-e25c67be113f___RS_Late.B 4966.JPG
img_00990.jpg,Tomato___Early_blight,ac804481-f1b0-498c-a6af-a66da467f84e___RS_Erly.B 7760_flipTB.JPG
img_00991.jpg,Tomato___Bacterial_spot,de0200a0-173c-401f-827b-2a12d639a744___GCREC_Bact.Sp 3072.JPG
img_00992.jpg,Tomato___Early_blight,366e550d-8604-44cd-b239-325d9e14a4f4___RS_Erly.B 6378.JPG
img_00993.jpg,Tomato___Leaf_Mold,cd0904a9-a70f-487c-bcc3-18b26a574837___Crnl_L.Mold 8803.JPG
img_00994.jpg,Tomato___Leaf_Mold,802b8083-7628-4974-8d38-ffe2d82ad62f___Crnl_L.Mold 8997_180deg.JPG
img_00995.jpg,Tomato___Leaf_Mold,8c12b984-d1be-4c9c-9fd8-cd032434f543___Crnl_L.Mold 8911.JPG
img_00996.jpg,Tomato___Early_blight,9498ce3a-8dc1-43ec-aeec-a05825cf9af2___RS_Erly.B 7820_180deg.JPG
img_00997.jpg,Tomato___Late_blight,178eb3a0-a4c6-4c2b-8bad-e11d66a76f52___RS_Late.B 4886.JPG
img_00998.jpg,Tomato___healthy,ec57d9f8-7dcc-49e6-9ce7-af7d01eda4d1___RS_HL 9718.JPG
img_00999.jpg,Tomato___healthy,2c741e7d-d03b-4903-8e42-1e43f5ad7286___RS_HL 0131_180deg.JPG
img_01000.jpg,Tomato___Early_blight,dc474f67-5e4c-4c60-b1fd-aaafea2bc34c___RS_Erly.B 9519_180deg.JPG
img_01001.jpg,Tomato___Leaf_Mold,fe0bcd7f-a7de-4155-95a5-79043190eef7___Crnl_L.Mold 7030.JPG
img_01002.jpg,Tomato___healthy,9b5626b0-ea1d-45d0-bc41-c898f7253a75___GH_HL Leaf 315.2.JPG
img_01003.jpg,Tomato___Early_blight,e29ee209-e895-434f-9078-db727c5a98dd___RS_Erly.B 9383.JPG
img_01004.jpg,Tomato___Bacterial_spot,0eeb4776-110d-4100-8c88-26a64eb05b22___GCREC_Bact.Sp 6101.JPG
img_01005.jpg,Tomato___Early_blight,93dd10f7-791e-4c52-a8d0-f9196cafaecb___RS_Erly.B 8284_180deg.JPG
img_01006.jpg,Tomato___healthy,4c2c45b2-7e33-4b1d-9125-b14b5ccafedd___RS_HL 9991.JPG
img_01007.jpg,Tomato___healthy,0a9986e6-b629-4ff5-8aab-7488ea9b935b___RS_HL 9704_flipTB.JPG
img_01008.jpg,Tomato___healthy,3b97d56b-a10d-4518-a332-a16f58238d6c___RS_HL 0240.JPG
img_01009.jpg,Tomato___Early_blight,752de1b6-d4be-4741-9812-3681c6bd4b40___RS_Erly.B 8308_flipTB.JPG
img_01010.jpg,Tomato___Bacterial_spot,d20bb7c6-23ec-4daf-b94a-92a9459da99c___GCREC_Bact.Sp 3617.JPG
img_01011.jpg,Tomato___Early_blight,2606a4ae-7b2f-4fd6-a561-fc9dce2ffc02___RS_Erly.B 9570_180deg.JPG
img_01012.jpg,Tomato___Bacterial_spot,251b4763-59dd-49a8-99a6-6cf50b239454___GCREC_Bact.Sp 3589.JPG
img_01013.jpg,Tomato___Leaf_Mold,f8e698ff-5f4d-4735-ae53-1daf38c49d46___Crnl_L.Mold 6536_flipTB.JPG
img_01014.jpg,Tomato___Early_blight,250df77c-cb57-4e85-9cf2-531033930030___RS_Erly.B 6477_180deg.JPG
img_01015.jpg,Tomato___healthy,4b696198-bb02-426d-bcbd-cc00177a0fb7___RS_HL 0093.JPG
img_01016.jpg,Tomato___Leaf_Mold,bdc4e19c-87fc-4d84-8de7-a8663aed37f7___Crnl_L.Mold 8741_180deg.JPG
img_01017.jpg,Tomato___Late_blight,97968e5a-b1d0-428c-842a-f77308212339___GHLB_PS Leaf 46.2 Day 18.jpg
img_01018.jpg,Tomato___Late_blight,04ba0ca5-c52c-4bab-897b-2d38f7835a03___RS_Late.B 5631.JPG
img_01019.jpg,Tomato___Late_blight,78122366-5c83-4d3f-97b0-b7135181738b___GHLB Leaf 1 Day 1.JPG
img_01020.jpg,Tomato___Early_blight,89e0c6b5-8812-4a16-92eb-e63401b50051___RS_Erly.B 9589_flipTB.JPG
img_01021.jpg,Tomato___Leaf_Mold,1146e92b-d6b2-4a19-ac54-32141d680f41___Crnl_L.Mold 6725_180deg.JPG
img_01022.jpg,Tomato___Early_blight,4ce52d04-06f4-4b35-af47-804fdabed996___RS_Erly.B 8254.JPG
img_01023.jpg,Tomato___Late_blight,f6114b61-d9c7-43fb-abb4-5a79501a624b___RS_Late.B 6715.JPG
img_01024.jpg,Tomato___Leaf_Mold,b625a517-f750-41d9-887d-61033eddbce9___Crnl_L.Mold 8890_flipTB.JPG
img_01025.jpg,Tomato___Leaf_Mold,d9fdbaad-4cf2-4214-bd39-5f640f517260___Crnl_L.Mold 7051_flipTB.JPG
img_01026.jpg,Tomato___Leaf_Mold,76e5026d-dc54-4129-8250-573317cc91da___Crnl_L.Mold 6700_180deg.JPG
img_01027.jpg,Tomato___healthy,cbdb596e-46a9-4d85-9adf-550b8d2bd7ae___RS_HL 0340.JPG
img_01028.jpg,Tomato___healthy,2bc7f6c3-7765-4ab0-926b-57fc918bfbf0___GH_HL Leaf 305_newPixel25.JPG
img_01029.jpg,Tomato___Early_blight,121b3f84-70ed-4d1c-882c-d3204e2af046___RS_Erly.B 8421_flipTB.JPG
img_01030.jpg,Tomato___Early_blight,c35fc6de-4796-4f7a-a350-7bff160cbbd5___RS_Erly.B 7740_flipTB.JPG
img_01031.jpg,Tomato___healthy,d3862da2-c8a4-4a40-98db-7148e5e7d2c9___RS_HL 9906.JPG
img_01032.jpg,Tomato___Early_blight,906f1ca6-2923-40c2-a924-5486fc3d7ba0___RS_Erly.B 9444_flipTB.JPG
img_01033.jpg,Tomato___healthy,3f12b950-bfdc-4670-adad-b32588dde9a3___RS_HL 9666_new30degFlipLR.JPG
img_01034.jpg,Tomato___Leaf_Mold,f1cba359-4553-46a7-a1b3-3b6dbbcb81ae___Crnl_L.Mold 7151.JPG
img_01035.jpg,Tomato___healthy,e0d4c623-8305-4ded-8164-d8fcd5bc2016___RS_HL 0448.JPG
img_01036.jpg,Tomato___Late_blight,c215da6d-139c-40b7-aeae-41138ff98a1c___GHLB2 Leaf 8932.JPG
img_01037.jpg,Tomato___Leaf_Mold,9846d408-3d13-490d-b9b1-4809f33c22ef___Crnl_L.Mold 6750.JPG
img_01038.jpg,Tomato___Late_blight,2dab6657-8b94-41ea-b610-74895532efe0___RS_Late.B 5567.JPG
img_01039.jpg,Tomato___Early_blight,3754ec0a-13b7-40c5-9839-b7499b6c365b___RS_Erly.B 7449_180deg.JPG
img_01040.jpg,Tomato___healthy,256a65aa-690c-4e03-b426-21e84bb9b6dd___GH_HL Leaf 477.1.JPG
img_01041.jpg,Tomato___Bacterial_spot,7c46d515-2090-4371-a5c2-0af04544b5e6___GCREC_Bact.Sp 3513.JPG
img_01042.jpg,Tomato___Late_blight,0fd882fa-471d-4bcc-ab2b-efdfaf904bc3___GHLB2 Leaf 8915.JPG
img_01043.jpg,Tomato___Late_blight,15f05055-2bb1-45f7-8a39-fce071823266___RS_Late.B 6082.JPG
img_01044.jpg,Tomato___Leaf_Mold,872c2185-148d-486c-92e8-2a3ad418f609___Crnl_L.Mold 7146_flipTB.JPG
img_01045.jpg,Tomato___Leaf_Mold,4cec5b1e-14d2-4b8f-ab8a-57b68758f30c___Crnl_L.Mold 8715.JPG
img_01046.jpg,Tomato___Early_blight,90fd6e55-0c2c-4c8e-8742-5a87bc669633___RS_Erly.B 7356.JPG
img_01047.jpg,Tomato___healthy,2a1dd125-ece3-499f-a24b-1d00dbcc3184___GH_HL Leaf 227_flipTB.JPG
img_01048.jpg,Tomato___healthy,3b1ba616-6a8f-44e9-948f-5c056eb565c8___RS_HL 9980_new30degFlipLR.JPG
img_01049.jpg,Tomato___healthy,1ae5cf7c-f03a-4591-93e9-61d9784763e0___RS_HL 0043.JPG
img_01050.jpg,Tomato___Bacterial_spot,6c7d9f03-9847-4776-b5aa-472bedabfeb8___GCREC_Bact.Sp 6336.JPG
img_01051.jpg,Tomato___Early_blight,9a86409c-60ef-4fb5-9783-665065eb5229___RS_Erly.B 7697.JPG
img_01052.jpg,Tomato___Bacterial_spot,81581795-ff9e-4e07-9135-e421e03d96e9___GCREC_Bact.Sp 5652.JPG
img_01053.jpg,Tomato___Leaf_Mold,87b0ae17-3c7a-462b-8d63-5ee04eb165d4___Crnl_L.Mold 9015_flipTB.JPG
img_01054.jpg,Tomato___healthy,8940094d-3432-4690-b2b7-9a5996a82f86___RS_HL 0426.JPG
img_01055.jpg,Tomato___healthy,dd311971-e56c-4305-805e-a011ecebd38b___GH_HL Leaf 432.JPG
img_01056.jpg,Tomato___healthy,82ff3b7a-c7ad-47ec-8578-475f72efc1ae___RS_HL 0020.JPG
img_01057.jpg,Tomato___Early_blight,fbc07887-0306-4f85-9de9-ebb68a87753a___RS_Erly.B 7456_180deg.JPG
img_01058.jpg,Tomato___Bacterial_spot,90c73b3d-1467-4c37-81d0-a264e13348a6___GCREC_Bact.Sp 3147.JPG
img_01059.jpg,Tomato___Late_blight,90b4fa52-1f63-466f-ab26-e2b180935c94___RS_Late.B 6323.JPG
img_01060.jpg,Tomato___Early_blight,3592b22c-09cd-4005-97c4-cdd11318cce0___RS_Erly.B 9391_180deg.JPG
img_01061.jpg,Tomato___healthy,2ee6d2c6-a766-422c-a710-e89582d8155e___GH_HL Leaf 470.JPG
img_01062.jpg,Tomato___Bacterial_spot,1ade5ae9-2b62-4d53-86ae-fee9d3d9a7e9___UF.GRC_BS_Lab Leaf 0777.JPG
img_01063.jpg,Tomato___Bacterial_spot,ef19f124-1670-4f3f-a164-7057c6a33c39___GCREC_Bact.Sp 3104.JPG
img_01064.jpg,Tomato___Bacterial_spot,6cf3dccb-4d7d-430f-b49f-e18de33a65c2___UF.GRC_BS_Lab Leaf 1013.JPG
img_01065.jpg,Tomato___Leaf_Mold,822c1a03-77c7-4640-bf3b-055542fda0bb___Crnl_L.Mold 6950_flipTB.JPG
img_01066.jpg,Tomato___Early_blight,070679a9-27e1-4e6e-8072-29f3750d525b___RS_Erly.B 6439_180deg.JPG
img_01067.jpg,Tomato___healthy,e3b5600f-9c88-4060-826f-aa7c972c9325___GH_HL Leaf 291.JPG
img_01068.jpg,Tomato___Bacterial_spot,ccfdfe87-72ec-4b17-bd86-9f0bb242dfd5___GCREC_Bact.Sp 3367.JPG
img_01069.jpg,Tomato___Bacterial_spot,b5f208b2-bfa5-4542-bbd3-265519820575___GCREC_Bact.Sp 6127.JPG
img_01070.jpg,Tomato___Leaf_Mold,92d81c31-4944-43b3-b205-89f0c6370ad2___Crnl_L.Mold 6623_180deg.JPG
img_01071.jpg,Tomato___Bacterial_spot,49bfc0c9-1a64-4a1b-8a52-50d0df72e140___GCREC_Bact.Sp 3817.JPG
img_01072.jpg,Tomato___Early_blight,57ff9c36-2345-4401-986e-d9c06a784c15___RS_Erly.B 9515_flipTB.JPG
img_01073.jpg,Tomato___Bacterial_spot,0756753c-decb-4344-892f-4677b8215f0f___GCREC_Bact.Sp 5778.JPG
img_01074.jpg,Tomato___Leaf_Mold,5f3285ca-687c-4466-8581-93eb7d8a6af5___Crnl_L.Mold 6686.JPG
img_01075.jpg,Tomato___healthy,8887e405-f98f-43c6-a85e-71aea03092b9___RS_HL 0238.JPG
img_01076.jpg,Tomato___Leaf_Mold,b98b4279-5ffc-4314-a3c4-1fc05e3b0aec___Crnl_L.Mold 6844_180deg.JPG
img_01077.jpg,Tomato___healthy,6398befe-9cd0-4724-b564-248d76b50b5a___GH_HL Leaf 196.JPG
img_01078.jpg,Tomato___Bacterial_spot,26079b3e-dfa6-4ad2-b699-cccf9d9b5032___GCREC_Bact.Sp 5678.JPG
img_01079.jpg,Tomato___healthy,2b50c7a7-e22e-4103-9e23-909377ab00e3___RS_HL 0193_new30degFlipLR.JPG
img_01080.jpg,Tomato___healthy,ec768816-02c1-4726-9374-b6d0ccec49d2___RS_HL 0114.JPG
img_01081.jpg,Tomato___Bacterial_spot,0e94696b-3e0d-4d4c-a712-01197e228cf1___UF.GRC_BS_Lab Leaf 8641.JPG
img_01082.jpg,Tomato___Leaf_Mold,7922fafa-294f-4a34-999a-040d1a1a1d44___Crnl_L.Mold 6771_flipTB.JPG
img_01083.jpg,Tomato___healthy,2b37cb9f-75c0-4e26-b82a-053525aa3d2d___RS_HL 9989_flipTB.JPG
img_01084.jpg,Tomato___healthy,92d84132-33f5-4d01-9b3d-797a5dcaeccd___RS_HL 0315.JPG
img_01085.jpg,Tomato___Bacterial_spot,6b6aeb18-f29a-4e58-bd08-5cd1c2fdd598___GCREC_Bact.Sp 5796.JPG
img_01086.jpg,Tomato___Bacterial_spot,885c07cf-7443-4cc6-ba15-cc8e75aa7ebe___GCREC_Bact.Sp 6016.JPG
img_01087.jpg,Tomato___Bacterial_spot,0e16b13c-0308-4199-a823-c6c2ab944023___GCREC_Bact.Sp 3068.JPG
img_01088.jpg,Tomato___healthy,0ed55b5a-55e6-4c9c-bce4-9eba61bc3a6b___RS_HL 9889_new30degFlipLR.JPG
img_01089.jpg,Tomato___Early_blight,8597694d-3162-40ab-9f5b-e8c7cf03e045___RS_Erly.B 9485_flipTB.JPG
img_01090.jpg,Tomato___Leaf_Mold,538d20ab-b01e-4d55-ad39-b0fbeb3babbe___Crnl_L.Mold 7002.JPG
img_01091.jpg,Tomato___healthy,0e3feb72-86e5-41c2-a7ca-3295800e5777___RS_HL 0158_newPixel25.JPG
img_01092.jpg,Tomato___Bacterial_spot,7410937a-85f8-48ae-bebf-eed37eddf361___GCREC_Bact.Sp 5858.JPG
img_01093.jpg,Tomato___Leaf_Mold,c6a98e7b-610d-462e-895e-f415dcc0fcfb___Crnl_L.Mold 8869.JPG
img_01094.jpg,Tomato___Leaf_Mold,bb98de22-463a-4ad2-8ad1-e65d1ea463c8___Crnl_L.Mold 7160_180deg.JPG
img_01095.jpg,Tomato___Late_blight,17b9f7ec-5126-4d11-8c1b-a679e0fb9e74___GHLB2 Leaf 114.JPG
img_01096.jpg,Tomato___healthy,6cabb19a-2a35-4897-a646-a13e3cf494c6___RS_HL 0591.JPG
img_01097.jpg,Tomato___Bacterial_spot,5e802218-06bd-4542-b310-ca99753a5a83___GCREC_Bact.Sp 5933.JPG
img_01098.jpg,Tomato___Leaf_Mold,f49fa2e7-d767-4d97-8b57-026388fe548a___Crnl_L.Mold 9033_flipTB.JPG
img_01099.jpg,Tomato___Late_blight,013f987a-9371-4763-a104-ea6f326e584b___GHLB2 Leaf 8556.JPG
img_01100.jpg,Tomato___Leaf_Mold,0462054e-f0aa-41a7-a9cc-95d0784b9767___Crnl_L.Mold 6547_flipTB.JPG
img_01101.jpg,Tomato___Early_blight,9b16a9a4-c99b-4027-a301-4a8969761746___RS_Erly.B 7428.JPG
img_01102.jpg,Tomato___Leaf_Mold,f20ed4bc-ca80-440c-b254-95d0a1953da8___Crnl_L.Mold 8792_180deg.JPG
img_01103.jpg,Tomato___Early_blight,fa5e382e-d1ad-42f9-a4e5-afb343f77a53___RS_Erly.B 9453_180deg.JPG
img_01104.jpg,Tomato___Leaf_Mold,e4b615ab-7fb8-48cb-a497-49b956ca2437___Crnl_L.Mold 8778_180deg.JPG
img_01105.jpg,Tomato___healthy,7af927ee-8940-49bf-bcb3-78ec3fcc40f3___RS_HL 9626.JPG
img_01106.jpg,Tomato___Bacterial_spot,b8b09399-338a-4e6d-b05b-30b7a24afc43___GCREC_Bact.Sp 3273.JPG
img_01107.jpg,Tomato___Late_blight,c9165329-532e-447d-b380-e4f15106ee15___RS_Late.B 6350.JPG
img_01108.jpg,Tomato___Leaf_Mold,9846d408-3d13-490d-b9b1-4809f33c22ef___Crnl_L.Mold 6750_flipTB.JPG
img_01109.jpg,Tomato___Late_blight,3c2f237b-3e91-455f-8064-428b308bc575___RS_Late.B 5291_flipLR.JPG
img_01110.jpg,Tomato___Bacterial_spot,f8612abc-7408-451f-b6b8-89561d679bd0___GCREC_Bact.Sp 2997.JPG
img_01111.jpg,Tomato___Bacterial_spot,52ca9334-9911-476d-a130-f44e033aeda1___UF.GRC_BS_Lab Leaf 0244.JPG
img_01112.jpg,Tomato___Early_blight,a138ec63-9d5e-4c6d-97d6-da0159c93c0a___RS_Erly.B 7744_180deg.JPG
img_01113.jpg,Tomato___Late_blight,938a5ed3-127f-4e05-8e96-9d2225d094c7___GHLB2 Leaf 8784.JPG
img_01114.jpg,Tomato___Late_blight,a617c469-1174-43ab-910f-0c31a09dd0be___RS_Late.B 6085.JPG
img_01115.jpg,Tomato___Bacterial_spot,2a377230-f904-4646-95da-76e242051242___GCREC_Bact.Sp 3085.JPG
img_01116.jpg,Tomato___Leaf_Mold,fb134b57-4763-4598-a0ee-ec7aa7e95d35___Crnl_L.Mold 6695_180deg.JPG
img_01117.jpg,Tomato___healthy,7853cc96-2ac8-479e-83f5-353b88a351a2___GH_HL Leaf 514.3.JPG
img_01118.jpg,Tomato___Bacterial_spot,1552a68d-efde-4536-b883-f6da947f5a33___GCREC_Bact.Sp 5583.JPG
img_01119.jpg,Tomato___Early_blight,a9a349e8-bf20-4495-8db5-70ca9293608d___RS_Erly.B 7367.JPG
img_01120.jpg,Tomato___Early_blight,cbff5638-51d0-4eae-90a2-9ce6e00acf9b___RS_Erly.B 9456.JPG
img_01121.jpg,Tomato___healthy,293dddf9-f5e5-42de-ab68-f1cad0f69a43___GH_HL Leaf 232.JPG
img_01122.jpg,Tomato___healthy,961e5369-8899-4d35-a83c-82eb55c2a848___GH_HL Leaf 188.2.JPG
img_01123.jpg,Tomato___healthy,16927ddc-fc87-4ff2-b450-1edc2b4c6191___RS_HL 0051.JPG
img_01124.jpg,Tomato___Early_blight,c87a666a-07bb-44cc-952a-33d69f075e14___RS_Erly.B 7631_180deg.JPG
img_01125.jpg,Tomato___healthy,5b28f6a8-cf40-4f35-82ad-16470dd69bd5___RS_HL 9658.JPG
img_01126.jpg,Tomato___Early_blight,e2e0a1a0-4f52-4320-ac24-69fa7f0fd033___RS_Erly.B 9596.JPG
img_01127.jpg,Tomato___healthy,32beeb9a-49d5-4ffe-bee0-216779e4306e___RS_HL 0327.JPG
img_01128.jpg,Tomato___Bacterial_spot,f2cd6d62-01d1-4396-99f7-af3137a3bdc0___GCREC_Bact.Sp 5890.JPG
img_01129.jpg,Tomato___Leaf_Mold,c1672351-bc9d-46b1-b9bc-332f9a9505bb___Crnl_L.Mold 8819.JPG
img_01130.jpg,Tomato___Leaf_Mold,0443d006-9d75-4d46-9312-941f21e3791d___Crnl_L.Mold 9139.JPG
img_01131.jpg,Tomato___healthy,416458ca-7db6-4383-ae0b-21ae2860af1b___RS_HL 0535.JPG
img_01132.jpg,Tomato___Early_blight,10fedb70-9786-4623-a32b-97a622037511___RS_Erly.B 7796.JPG
img_01133.jpg,Tomato___Early_blight,cbbd6255-f338-45b2-816d-47903ab67be7___RS_Erly.B 7537.JPG
img_01134.jpg,Tomato___Leaf_Mold,93608d6e-7511-4388-88c1-ef45b754e9c2___Crnl_L.Mold 6580_180deg.JPG
img_01135.jpg,Tomato___healthy,bae543d4-d61d-45e6-aa0c-eaf45af53456___GH_HL Leaf 349.JPG
img_01136.jpg,Tomato___Bacterial_spot,6f211a42-cdd8-4c5c-89b3-17e50f324621___GCREC_Bact.Sp 3569.JPG
img_01137.jpg,Tomato___Early_blight,268590f4-68f6-4de9-968e-a7465b377db4___RS_Erly.B 7614.JPG
img_01138.jpg,Tomato___Bacterial_spot,1a067cc9-cf70-41a5-a51c-aa0f6b8a936d___UF.GRC_BS_Lab Leaf 0327.JPG
img_01139.jpg,Tomato___Early_blight,21d6c7aa-20d7-4434-9248-e21d073e165a___RS_Erly.B 7495.JPG
img_01140.jpg,Tomato___healthy,2e4b9ef4-4ee8-4a50-aac0-de7c001f36d4___GH_HL Leaf 288.1_180deg.JPG
img_01141.jpg,Tomato___Late_blight,2798c7ea-850e-49a7-b304-3114c60c6baf___RS_Late.B 7141.JPG
img_01142.jpg,Tomato___Early_blight,347120f8-e92d-43f7-9ace-196890cec04d___RS_Erly.B 9421.JPG
img_01143.jpg,Tomato___Bacterial_spot,86186033-c2f7-4ac8-b22a-2a09682fe2b4___GCREC_Bact.Sp 6286.JPG
img_01144.jpg,Tomato___Early_blight,d5bddab9-06bd-488f-a844-97bd75c6b061___RS_Erly.B 6662.JPG
img_01145.jpg,Tomato___Leaf_Mold,c05c1b58-b391-41d4-bdd4-72f82b59a508___Crnl_L.Mold 8926_180deg.JPG
img_01146.jpg,Tomato___Late_blight,1c0bc46f-d72f-4826-9cb4-8879d80cac73___GHLB2 Leaf 9012.JPG
img_01147.jpg,Tomato___Late_blight,c062b009-0e6e-4cf0-976c-004a06b7e6ee___GHLB2 Leaf 8881.JPG
img_01148.jpg,Tomato___healthy,b1bbc0cc-730b-4154-85df-4e1de49f19f9___RS_HL 0384.JPG
img_01149.jpg,Tomato___Early_blight,24455ffa-8700-475c-8b4e-a7775f40ad3f___RS_Erly.B 8365_180deg.JPG
img_01150.jpg,Tomato___Leaf_Mold,c587613b-d130-4cc2-b9d6-6981b2c2f954___Crnl_L.Mold 6981.JPG
img_01151.jpg,Tomato___Early_blight,b86c17e0-d24a-4edf-a67f-c16c421d36ae___RS_Erly.B 7746_180deg.JPG
img_01152.jpg,Tomato___Early_blight,64fd8cac-b985-45c1-9a5d-5f2f49381047___RS_Erly.B 9494_180deg.JPG
img_01153.jpg,Tomato___Bacterial_spot,8c93a024-3aea-440e-b504-9251758d71e7___GCREC_Bact.Sp 6065.JPG
img_01154.jpg,Tomato___healthy,fd1db002-680b-432b-9d60-68b80a4a310f___RS_HL 0049.JPG
img_01155.jpg,Tomato___healthy,99330465-d609-4f9b-b1cf-da0410f6122c___RS_HL 0388.JPG
img_01156.jpg,Tomato___Early_blight,518d8b79-c548-42e4-b78d-f2145eb1d6da___RS_Erly.B 7794_flipTB.JPG
img_01157.jpg,Tomato___Leaf_Mold,32245a13-92fe-48bf-85c8-938819a057ee___Crnl_L.Mold 8643.JPG
img_01158.jpg,Tomato___Late_blight,b4aa6858-29d7-4ff7-9225-e5f003ce8566___GHLB2 Leaf 8856.JPG
img_01159.jpg,Tomato___Leaf_Mold,c703ee8a-3a32-4b49-9ac2-02138720a47d___Crnl_L.Mold 6614.JPG
img_01160.jpg,Tomato___Leaf_Mold,77219bfa-b44d-449d-a7bc-3f27d26ffd6a___Crnl_L.Mold 6545.JPG
img_01161.jpg,Tomato___Late_blight,351fea81-8dc9-4d24-9a09-5b92f174d883___GHLB2 Leaf 8604.JPG
img_01162.jpg,Tomato___Leaf_Mold,4721ba47-ec00-4557-bca6-ba454ddcb9a9___Crnl_L.Mold 6722.JPG
img_01163.jpg,Tomato___Early_blight,859a134c-51f7-4294-bd1a-78140d775bca___RS_Erly.B 8327_flipTB.JPG
img_01164.jpg,Tomato___Late_blight,d42db004-b176-449f-9290-061fb92738d2___RS_Late.B 7139.JPG
img_01165.jpg,Tomato___Bacterial_spot,e1ee0df9-7ad3-47f4-ba57-0e243101a657___GCREC_Bact.Sp 3702.JPG
img_01166.jpg,Tomato___Leaf_Mold,407519ba-54e6-4779-a886-8163cab06a04___Crnl_L.Mold 8807_180deg.JPG
img_01167.jpg,Tomato___Leaf_Mold,a99fee24-87a5-4945-878c-5d16240e27bd___Crnl_L.Mold 9133_flipTB.JPG
img_01168.jpg,Tomato___Leaf_Mold,41b84dbf-0402-4480-a0b2-55ab4686dcdf___Crnl_L.Mold 8933.JPG
img_01169.jpg,Tomato___Bacterial_spot,f15cec7f-fe4f-4837-a3f0-1ec2bceaa10d___UF.GRC_BS_Lab Leaf 0226.JPG
img_01170.jpg,Tomato___healthy,e0b87789-7d59-4bd1-bc78-ec3a942021f4___RS_HL 9894.JPG
img_01171.jpg,Tomato___Bacterial_spot,6e5eb669-4238-4778-aa8d-15b6360d88bd___GCREC_Bact.Sp 5574.JPG
img_01172.jpg,Tomato___Late_blight,dfed006d-7f5e-4a06-a73b-dc6cc837b59a___GHLB2 Leaf 8793.JPG
img_01173.jpg,Tomato___Early_blight,26e2e7aa-800c-421b-92e8-3e20c5f5757e___RS_Erly.B 7656.JPG
img_01174.jpg,Tomato___Late_blight,a1df42a3-9ea0-491b-a075-14b6ae8068dd___GHLB2 Leaf 8664.JPG
img_01175.jpg,Tomato___Early_blight,36c17d6d-9e00-4e7c-bf14-eaadb64b508d___RS_Erly.B 7641.JPG
img_01176.jpg,Tomato___Late_blight,6ed34168-5646-44ae-8279-1d9ae0f4e962___RS_Late.B 6633_flipLR.JPG
img_01177.jpg,Tomato___Early_blight,e468b44a-912b-4e7f-9383-41050a5d421b___RS_Erly.B 8445_flipTB.JPG
img_01178.jpg,Tomato___Early_blight,801a593c-82f7-4433-8c30-9defa319bdb7___RS_Erly.B 9609_flipTB.JPG
img_01179.jpg,Tomato___healthy,1ae5cf7c-f03a-4591-93e9-61d9784763e0___RS_HL 0043_new30degFlipLR.JPG
img_01180.jpg,Tomato___Late_blight,5ced2ede-33df-44e7-8063-a27ad667cd1a___RS_Late.B 6721_flipLR.JPG
img_01181.jpg,Tomato___healthy,1c092a12-ed60-42c8-86b4-0427db78a5d3___RS_HL 0076_flipTB.JPG
img_01182.jpg,Tomato___Early_blight,829d0a5e-326c-4ae6-a3c6-c65297cb5d2f___RS_Erly.B 8338_flipTB.JPG
img_01183.jpg,Tomato___Early_blight,579c6b36-c17e-4510-a1ba-31cabbb0951f___RS_Erly.B 7517_flipTB.JPG
img_01184.jpg,Tomato___Late_blight,38121028-f6a2-44f7-be49-5c4b7c296d1e___GHLB2 Leaf 9108.JPG
img_01185.jpg,Tomato___Early_blight,150cfe75-133e-4e98-90cb-de96a8120c03___RS_Erly.B 9414_flipTB.JPG
img_01186.jpg,Tomato___Leaf_Mold,937f14d9-4aae-47a3-9f27-b6f13a1ee14b___Crnl_L.Mold 8691_flipTB.JPG
img_01187.jpg,Tomato___healthy,3f5047d4-f421-4313-9281-f333f60caadd___RS_HL 9659_180deg.JPG
img_01188.jpg,Tomato___Late_blight,99c51d74-a688-4723-bab4-b9b0dba2ad3c___GHLB2 Leaf 145.1.JPG
img_01189.jpg,Tomato___Early_blight,5b71fe03-84fc-4866-9bf8-e557ce918c6e___RS_Erly.B 9580.JPG
img_01190.jpg,Tomato___healthy,0a0d6a11-ddd6-4dac-8469-d5f65af5afca___RS_HL 0555_newPixel25.JPG
img_01191.jpg,Tomato___Early_blight,64fade29-cabf-4ec2-a5cf-8c7aeca19eea___RS_Erly.B 6427_180deg.JPG
img_01192.jpg,Tomato___healthy,5a86d688-c358-481d-9618-ee14a5742234___RS_HL 0363.JPG
img_01193.jpg,Tomato___Late_blight,4ae26730-1f0b-4f49-aad5-774f0ed4df35___GHLB2 Leaf 8621_flipLR.JPG
img_01194.jpg,Tomato___healthy,2a8f7c7a-fbd4-4669-90eb-61ee118db2a7___RS_HL 0126_newPixel25.JPG
img_01195.jpg,Tomato___Leaf_Mold,6e7e78fc-dc40-4175-9513-272ab0d98d01___Crnl_L.Mold 9007.JPG
img_01196.jpg,Tomato___healthy,0aacdad5-c9b9-4309-96e3-0797bbed1375___RS_HL 9836_180deg.JPG
